,date,ttt_group,clicks_A,clicks_B,clicks_C,cost_A,cost_B,cost_C,bookings_A,bookings_B,bookings_C,booking_rev_A,booking_rev_B,booking_rev_C,booking_con_A,booking_con_B,booking_con_C,profit_A,profit_B,profit_C
650,2019-02-21,long,2257,6916,306864,990,3489,248719,49,121,6694,7565,18617,1059341,0.021710234824988923,0.017495662232504337,0.021814223890713802,1134.75,2792.55,158901.15
649,2019-02-21,medium,223113,20987,196957,181953,12737,158138,9030,680,7972,1446435,102853,1206565,0.04047276492181092,0.032401010149139944,0.04047583990414151,216965.25,15427.95,180984.75
805,2019-02-22,medium,200961,19007,189344,163279,11500,152699,8139,616,7668,1255705,98610,1152883,0.0405003955991461,0.0324091124322618,0.040497718438397834,188355.75,14791.5,172932.45
804,2019-02-22,short,374883,214235,84820,362747,193296,68160,18047,8251,4083,2807005,1241646,637638,0.04814035312350787,0.03851378159497748,0.04813723178495638,421050.75,186246.9,95645.7
806,2019-02-22,long,2303,6785,284444,1010,3406,227752,50,118,6194,7607,18180,955245,0.021710811984368215,0.017391304347826087,0.021775815274711365,1141.05,2727.0,143286.75
960,2019-02-23,short,344203,208468,82251,334538,190304,66844,16572,8030,3960,2517678,1211715,606726,0.04814600686222956,0.03851910125295009,0.04814531130320604,377651.7,181757.25,91008.9
961,2019-02-23,medium,189938,17382,169645,154268,10470,135853,7697,564,6875,1274788,86596,1085717,0.04052374985521591,0.03244735933724543,0.04052580388458251,191218.2,12989.4,162857.55
962,2019-02-23,long,1995,6442,262409,869,3247,210239,43,112,5705,6907,18226,920860,0.02155388471177945,0.017385904998447686,0.02174087016832502,1036.05,2733.9,138129.0
22,2019-02-24,medium,344850,32072,311240,280914,19415,250306,13984,1040,12621,2161387,156678,1970134,0.04055096418732782,0.03242703916188576,0.04055070042411001,324208.05,23501.7,295520.1
23,2019-02-24,long,3673,11576,480638,1600,5821,385048,80,201,10436,12536,30503,1611403,0.021780560849441872,0.017363510711817555,0.0217128067277244,1880.4,4575.45,241710.45
21,2019-02-24,short,634949,405623,144197,614707,371300,115988,30574,15625,6943,4726658,2414857,1079598,0.048151898813920485,0.03852099116667447,0.048149406714425406,708998.7,362228.55,161939.7
177,2019-02-25,short,563309,336225,132645,548519,306945,107803,27127,12953,6388,4398582,1952858,1024274,0.04815651800344038,0.038524797382705034,0.04815861886991594,659787.3,292928.7,153641.1
179,2019-02-25,long,3161,10799,410637,1381,5501,329612,69,187,8906,10379,31338,1336242,0.02182853527364758,0.017316418186869156,0.021688255076868376,1556.85,4700.7,200436.3
178,2019-02-25,medium,283284,27835,275823,230191,16924,223382,11495,904,11192,1769018,137002,1699470,0.040577653520848335,0.032477097179809594,0.0405767466817488,265352.7,20550.3,254920.5
336,2019-02-26,short,497212,303939,131162,479267,275488,107029,23946,11710,6317,3657432,1838668,979819,0.04816054318882086,0.03852746768266001,0.04816181515987862,548614.8,275800.2,146972.85
337,2019-02-26,medium,263416,23943,232003,214142,14423,185635,10696,778,9420,1621894,124278,1441798,0.04060497464087223,0.03249383953556363,0.040602923238061576,243284.1,18641.7,216269.7
338,2019-02-26,long,2919,8458,366134,1280,4235,293613,63,147,7934,10631,22700,1257836,0.02158273381294964,0.017379995270749585,0.02166966192705403,1594.65,3405.0,188675.4
497,2019-02-27,long,2334,7816,344990,1011,3938,279075,51,135,7470,7919,20968,1209816,0.021850899742930592,0.017272262026612077,0.021652801530479146,1187.85,3145.2,181472.4
496,2019-02-27,medium,230685,20179,234979,187897,12121,191836,9373,656,9548,1529044,102798,1537676,0.04063116370808678,0.03250904405570147,0.040633418305465595,229356.6,15419.7,230651.4
495,2019-02-27,short,483328,280871,125527,465837,252948,102221,23280,10823,6046,3494700,1723773,928785,0.04816604872881356,0.038533704084793376,0.04816493662717981,524205.0,258565.95,139317.75
651,2019-02-28,short,442573,291292,109957,427080,266775,89156,21318,11225,5297,3464403,1694307,856879,0.04816832477354018,0.03853521552256842,0.048173376865501966,519660.45,254146.05,128531.85
653,2019-02-28,long,2250,7587,322633,978,3837,260773,49,131,6982,7555,19722,1078609,0.021777777777777778,0.01726637669698168,0.02164068771638363,1133.25,2958.3,161791.35
652,2019-02-28,medium,225906,20905,205118,183744,12628,164835,9186,680,8340,1452702,110064,1254024,0.04066293059945287,0.032528103324563504,0.04065952281125986,217905.3,16509.6,188103.6
807,2019-03-01,short,449004,250829,94890,437088,227032,76061,21630,9667,4571,3430673,1461220,712627,0.048173290215677365,0.03854020069449705,0.04817156707766888,514600.95,219183.0,106894.05
808,2019-03-01,medium,215102,19198,183385,175947,11610,147041,8752,625,7462,1321961,96480,1155541,0.040687673754776804,0.03255547452859673,0.04069035090110969,198294.15,14472.0,173331.15
809,2019-03-01,long,2115,6539,300821,921,3277,243309,46,113,6507,6931,17701,1014118,0.021749408983451537,0.0172809298057807,0.021630803700539523,1039.65,2655.15,152117.7
965,2019-03-02,long,2024,7052,277050,876,3569,221864,44,122,5992,7030,19957,950779,0.021739130434782608,0.017300056721497446,0.02162786500631655,1054.5,2993.55,142616.85
964,2019-03-02,medium,197585,16614,168970,161694,9977,135599,8045,541,6880,1221323,83941,1138239,0.04071665359212491,0.03256289876008186,0.040717287092383266,183198.45,12591.15,170735.85
963,2019-03-02,short,399449,250432,92668,387255,229023,74843,19244,9652,4464,2974754,1534140,709762,0.04817636293994978,0.038541400460005114,0.0481719687486511,446213.1,230121.0,106464.3
25,2019-03-03,medium,346809,32746,317327,283348,19919,256398,14131,1067,12929,2159363,172564,2081906,0.04074577072682658,0.03258413241311916,0.04074346021611776,323904.45,25884.6,312285.9
24,2019-03-03,short,744013,462729,168104,722200,423275,135489,35847,17836,8099,5498581,2844288,1247173,0.04818060974741033,0.038545239222093276,0.04817850854233094,824787.15,426643.2,187075.95
26,2019-03-03,long,3532,11305,509953,1529,5659,410951,76,196,11028,13019,31595,1664625,0.021517553793884484,0.0173374613003096,0.021625522352059896,1952.85,4739.25,249693.75
181,2019-03-04,medium,298351,25202,268719,244215,15147,217102,12164,822,10956,1829482,128246,1644992,0.04077076999909503,0.03261645901118959,0.04077121454009579,274422.3,19236.9,246748.8
180,2019-03-04,short,659822,383286,145878,640516,347647,117264,31793,14775,7029,4935009,2278402,1105117,0.04818420725589629,0.03854823813027348,0.04818409904166495,740251.35,341760.3,165767.55
182,2019-03-04,long,2731,8653,438664,1184,4332,358755,59,150,9487,9430,25071,1505492,0.021603808128890515,0.01733502831387958,0.02162703116736272,1414.5,3760.65,225823.8
341,2019-03-05,long,2781,8737,389171,1205,4370,312864,60,151,8418,9418,23429,1290483,0.021574973031283712,0.017282820189996568,0.021630594263190216,1412.7,3514.35,193572.45
340,2019-03-05,medium,269089,24391,228825,219756,14755,183126,10978,796,9335,1768375,120564,1404944,0.040796911059166295,0.032634988315362226,0.04079536763902546,265256.25,18084.6,210741.6
339,2019-03-05,short,588578,345289,132614,569869,312753,106576,28362,13311,6390,4285181,2052086,982545,0.04818732606383521,0.03855031582239805,0.04818495784758774,642777.15,307812.9,147381.75
498,2019-03-06,short,556902,330116,124027,538714,299128,99440,26838,12727,5977,4323807,2023369,929313,0.04819160283137787,0.03855311466272462,0.04819111967555452,648571.05,303505.35,139396.95
500,2019-03-06,long,2799,8902,365691,1219,4479,292738,61,154,7913,9301,24081,1245809,0.021793497677742052,0.017299483262188272,0.021638487138048244,1395.15,3612.15,186871.35
499,2019-03-06,medium,245829,20593,220602,201538,12383,178425,10035,673,9005,1607072,101304,1353336,0.04082105854069292,0.03268100810955179,0.040820119491210415,241060.8,15195.6,203000.4
656,2019-03-07,long,2465,7927,343274,1073,3992,276851,53,137,7431,8384,21081,1139727,0.02150101419878296,0.017282704680206887,0.02164743033262059,1257.6,3162.15,170959.05
655,2019-03-07,medium,235372,20426,195838,193665,12382,157475,9614,667,7999,1461679,106930,1206424,0.04084597998062641,0.03265446000195829,0.04084498411952736,219251.85,16039.5,180963.6
654,2019-03-07,short,507595,330416,114847,491823,303421,92414,24463,12739,5535,3969764,2039612,930600,0.048193934140407214,0.038554428356980294,0.04819455449424016,595464.6,305941.8,139590.0
810,2019-03-08,short,483963,286138,121940,467471,258814,99141,23325,11033,5877,3958863,1837918,921287,0.04819583315253439,0.03855831801438467,0.04819583401672954,593829.45,275687.7,138193.05
811,2019-03-08,medium,213318,17728,185143,174691,10638,148957,8718,580,7566,1387288,87674,1198939,0.040868562427924505,0.032716606498194946,0.04086570920855771,208093.2,13151.1,179840.85
812,2019-03-08,long,2336,7761,319394,1014,3914,256368,51,134,6918,7937,21233,1057615,0.02183219178082192,0.017265816260791135,0.02165976818600224,1190.55,3184.95,158642.25
968,2019-03-09,long,2182,6805,295865,947,3406,237304,47,118,6413,7198,18065,968772,0.02153987167736022,0.017340191036002938,0.02167542629239687,1079.7,2709.75,145315.8
967,2019-03-09,medium,199381,17322,164026,164345,10521,131944,8153,567,6707,1246464,93431,1101581,0.04089155937626955,0.032732940768964325,0.0408898589248046,186969.6,14014.65,165237.15
966,2019-03-09,short,454493,276993,97223,441829,253112,77943,21906,10681,4686,3340861,1701699,713587,0.04819876213715063,0.038560541241114396,0.0481984715550847,501129.15,255254.85,107038.05
27,2019-03-10,short,868553,458489,198927,846897,412743,161330,41866,17680,9589,6509868,2797480,1501466,0.04820200954921577,0.03856144858437171,0.04820361238042096,976480.2,419622.0,225219.9
28,2019-03-10,medium,355367,33038,302187,294386,20337,245310,14538,1081,12362,2272346,162386,1898568,0.04090981998891287,0.032719898298928504,0.04090844410911124,340851.9,24357.9,284785.2
29,2019-03-10,long,3726,11468,544273,1622,5745,441711,81,199,11806,13498,33094,1969500,0.021739130434782608,0.01735263341471922,0.021691320348428085,2024.7,4964.1,295425.0
183,2019-03-11,short,722054,427229,163467,698021,386786,131246,34807,16476,7880,5775282,2516780,1191283,0.0482055358740482,0.03856479780164736,0.0482054481944368,866292.3,377517.0,178692.45
185,2019-03-11,long,3365,13129,463515,1465,6775,373462,73,228,10063,11121,35076,1521828,0.021693907875185735,0.017366136034732273,0.021710192766145647,1668.15,5261.4,228274.2
184,2019-03-11,medium,296026,27062,262335,242326,16427,211527,12115,886,10737,1836157,132939,1658925,0.040925459250200996,0.03273963491242332,0.04092858368117102,275423.55,19940.85,248838.75
342,2019-03-12,short,645383,375485,150686,622763,338606,121230,31113,14481,7264,4734159,2181132,1172516,0.048208583120410674,0.03856612114997936,0.048206203628737905,710123.85,327169.8,175877.4
343,2019-03-12,medium,257191,22910,234902,211048,13895,190586,10530,750,9618,1690805,113446,1450608,0.040942334685117286,0.032736796158882586,0.0409447343998774,253620.75,17016.9,217591.2
344,2019-03-12,long,2920,9758,414836,1272,4941,335671,63,170,9015,9475,26527,1365032,0.021575342465753426,0.017421602787456445,0.021731479428014927,1421.25,3979.05,204754.8
503,2019-03-13,long,3132,9530,390098,1373,4801,312575,68,166,8486,10656,25818,1332477,0.021711366538952746,0.017418677859391395,0.02175350809283821,1598.4,3872.7,199871.55
501,2019-03-13,short,611696,358288,135281,593845,325336,108758,29490,13819,6522,4503897,2089108,1069589,0.04821022207109414,0.03856953065690171,0.048210761304248194,675584.55,313366.2,160438.35
502,2019-03-13,medium,247531,22785,208771,203768,13921,168241,10138,747,8551,1659666,123353,1310697,0.040956486258286844,0.03278472679394338,0.040958753849912106,248949.9,18502.95,196604.55
657,2019-03-14,short,568160,323883,144741,548700,291570,117821,27393,12492,6978,4173410,2015818,1072385,0.04821353139960575,0.038569483424569985,0.04821025141459573,626011.5,302372.7,160857.75
658,2019-03-14,medium,227563,19365,196350,187636,11735,158941,9323,635,8045,1446139,102390,1209780,0.040968874553420374,0.03279111799638523,0.04097275273745862,216920.85,15358.5,181467.0
659,2019-03-14,long,2641,8016,366840,1154,4024,297014,58,140,7989,8723,21855,1237577,0.021961378265808407,0.01746506986027944,0.021777886817140987,1308.45,3278.25,185636.55
813,2019-03-15,short,523060,316527,126638,504505,286719,102301,25220,12209,6106,4050824,2016327,943069,0.04821626582036478,0.03857174901351228,0.0482161752396595,607623.6,302449.05,141460.35
814,2019-03-15,medium,220219,16966,170422,182061,10181,136449,9025,556,6984,1361357,84328,1054149,0.04098193162261204,0.03277142520334787,0.040980624567250705,204203.55,12649.2,158122.35
815,2019-03-15,long,2428,7979,341309,1059,4038,276204,53,139,7442,8071,20983,1143241,0.02182866556836903,0.017420729414713624,0.02180428878230577,1210.65,3147.45,171486.15
971,2019-03-16,long,2566,7497,315348,1127,3765,252727,56,131,6885,8895,20855,1063370,0.021823850350740453,0.017473656129118314,0.021833022565546634,1334.25,3128.25,159505.5
970,2019-03-16,medium,189775,16168,166165,155842,9759,134207,7779,530,6811,1181384,81732,1026697,0.04099064681860098,0.03278080158337457,0.04098937802786387,177207.6,12259.8,154004.55
969,2019-03-16,short,491523,290422,111763,475498,263069,89846,23700,11203,5389,3725348,1749836,812081,0.048217479141362665,0.03857490135044866,0.04821810438159319,558802.2,262475.4,121812.15
32,2019-03-17,long,4714,13310,579124,2078,6680,465792,103,233,12662,15904,36311,1906461,0.02184980907933814,0.01750563486100676,0.021864056747777676,2385.6,5446.65,285969.15
31,2019-03-17,medium,330139,27171,316303,271140,16332,258390,13535,891,12967,2129393,136179,2055156,0.04099788271001003,0.03279231533620404,0.04099550114921452,319408.95,20426.85,308273.4
30,2019-03-17,short,926934,513771,197992,901999,464400,158857,44697,19819,9547,7149552,3176459,1433168,0.04822026163675084,0.038575552142880776,0.04821911996444301,1072432.8,476468.85,214975.2
188,2019-03-18,long,3788,10943,497535,1667,5499,402879,83,192,10894,12646,29910,1680808,0.02191129883843717,0.017545462852965366,0.021895947018802698,1896.9,4486.5,252121.2
186,2019-03-18,short,739820,485790,178334,714224,444961,144114,35676,18741,8600,5634552,2874033,1334105,0.04822254061798816,0.038578398073241524,0.04822411878834098,845182.8,431104.95,200115.75
187,2019-03-18,medium,299550,25192,245197,245962,15180,196356,12282,826,10053,1880733,131402,1633334,0.04100150225338007,0.032788186725944746,0.04099968596679405,282109.95,19710.3,245000.1
346,2019-03-19,medium,260345,22556,217557,214187,13668,175013,10675,740,8921,1602629,115731,1341262,0.04100328410378536,0.032807235325412305,0.041005345725488036,240394.35,17359.65,201189.3
345,2019-03-19,short,721834,370494,155620,706262,333505,125689,34810,14294,7505,5640987,2166849,1169713,0.04822438399964535,0.03858092168834043,0.04822644904253952,846148.05,325027.35,175456.95
347,2019-03-19,long,3134,9091,443930,1379,4568,362680,69,159,9735,10631,25396,1467242,0.022016592214422464,0.01748982510174898,0.02192913297141441,1594.65,3809.4,220086.3
504,2019-03-20,short,637312,391017,144446,614897,354916,115764,30736,15086,6966,4776173,2454295,1064919,0.04822755573408315,0.038581442750570946,0.048225634493167,716425.95,368144.25,159737.85
505,2019-03-20,medium,238746,20689,205297,195890,12504,165296,9790,679,8418,1537557,104283,1281750,0.04100592261231602,0.03281937261346609,0.04100400882623711,230633.55,15642.45,192262.5
506,2019-03-20,long,2990,9291,417359,1317,4716,340874,66,163,9168,10826,24541,1444252,0.022073578595317726,0.017543859649122806,0.021966700131062226,1623.9,3681.15,216637.8
660,2019-03-21,short,607119,338115,150723,589091,304928,122872,29281,13046,7269,4547917,2119875,1119341,0.04822942454444681,0.03858450527187495,0.048227543241575604,682187.55,317981.25,167901.15
662,2019-03-21,long,3058,9187,390336,1346,4639,314927,67,162,8588,11254,24940,1352167,0.021909744931327666,0.017633612713617068,0.022001557632398753,1688.1,3741.0,202825.05
661,2019-03-21,medium,219524,19788,189949,181011,12078,153817,9001,649,7788,1374095,102290,1213218,0.04100235054025984,0.03279765514453204,0.04100047907596249,206114.25,15343.5,181982.7
816,2019-03-22,short,520516,368302,128792,503879,341443,104704,25105,14211,6212,3832406,2347378,1009654,0.04823098617525686,0.03858518281193151,0.04823280949127275,574860.9,352106.7,151448.1
817,2019-03-22,medium,208533,16914,168620,171880,10184,135340,8550,555,6913,1337086,84414,1072517,0.04100070492440046,0.03281305427456545,0.040997509192266635,200562.9,12662.1,160877.55
818,2019-03-22,long,2601,7798,364578,1148,3948,298448,57,138,8036,9175,21135,1249256,0.02191464821222607,0.017696845344960247,0.022041922441836864,1376.25,3170.25,187388.4
974,2019-03-23,long,3014,7716,336092,1344,3871,270235,67,136,7421,10439,20651,1244604,0.022229595222295954,0.01762571280456195,0.02208026373731002,1565.85,3097.65,186690.6
973,2019-03-23,medium,185312,15421,158439,152818,9320,128123,7597,506,6495,1149675,75923,1023303,0.0409957261267484,0.03281239867712859,0.04099369473425104,172451.25,11388.45,153495.45
972,2019-03-23,short,500265,309047,128538,484710,281942,105085,24130,11925,6200,3709190,1818585,989280,0.048234435749053,0.038586363886399154,0.04823476326067,556378.5,272787.75,148392.0
33,2019-03-24,short,951308,552506,209770,920237,499364,167977,45887,21320,10118,7078533,3400127,1551371,0.04823569233098008,0.0385878162409096,0.04823377985412595,1061779.95,510019.05,232705.65
34,2019-03-24,medium,340188,29257,279755,279221,17672,224073,13943,959,11466,2158757,146065,1742265,0.04098616059355415,0.03277848036367365,0.04098586262980108,323813.55,21909.75,261339.75
